Index,MRI_measure,disease,pvalue,cohens_d,cohens_d_CI_low,cohens_d_CI_high,Overlap,Overlap_CI_low,Overlap_CI_high
lh.aparc.volume.table_lh_rostralanteriorcingulate_volume_loop_our_model.rds,lh_rostralanteriorcingulate_volume,PD,0.080699165,-0.068065747,-0.144430762,0.008312185,0.957899542,0.904028763,0.964068655
lh.aparc.volume.table_lh_rostralanteriorcingulate_volume_loop_our_model.rds,lh_rostralanteriorcingulate_volume,CSVD,1.42E-06,0.305877496,0.18149153,0.430112822,0.814110086,0.746677133,0.843620801
lh.aparc.volume.table_lh_rostralanteriorcingulate_volume_loop_our_model.rds,lh_rostralanteriorcingulate_volume,MS,0.827249676,0.013115294,-0.104651767,0.130876394,0.944161239,0.873234829,0.949244194
lh.aparc.volume.table_lh_rostralanteriorcingulate_volume_loop_our_model.rds,lh_rostralanteriorcingulate_volume,NMOSD,0.066354521,0.136866988,-0.009236182,0.282875306,0.920218904,0.842633349,0.933832348
lh.aparc.volume.table_lh_rostralmiddlefrontal_volume_loop_our_model.rds,lh_rostralmiddlefrontal_volume,MCI,0.000519249,0.343863632,0.149579453,0.537736403,0.867035492,0.767942731,0.91088978
lh.aparc.volume.table_lh_rostralmiddlefrontal_volume_loop_our_model.rds,lh_rostralmiddlefrontal_volume,AD,3.17E-13,0.4849555,0.354409726,0.716742382,0.793646348,0.722222554,0.835356636
lh.aparc.volume.table_lh_rostralmiddlefrontal_volume_loop_our_model.rds,lh_rostralmiddlefrontal_volume,PD,2.11E-05,0.165974258,0.089477777,0.242439354,0.925384213,0.886208578,0.939303698
lh.aparc.volume.table_lh_rostralmiddlefrontal_volume_loop_our_model.rds,lh_rostralmiddlefrontal_volume,CSVD,1.23E-05,0.277110602,0.152860657,0.401223786,0.865409997,0.80334573,0.896095098
lh.aparc.volume.table_lh_rostralmiddlefrontal_volume_loop_our_model.rds,lh_rostralmiddlefrontal_volume,MS,0.014483714,-0.14714013,-0.265029318,-0.029184661,0.850857556,0.792929209,0.878851437
lh.aparc.volume.table_lh_rostralmiddlefrontal_volume_loop_our_model.rds,lh_rostralmiddlefrontal_volume,NMOSD,0.727652424,-0.025931142,-0.171812892,0.119968619,0.863649692,0.794306156,0.900709469
lh.aparc.volume.table_lh_superiorfrontal_volume_loop_our_model.rds,lh_superiorfrontal_volume,MCI,0.001046599,0.324490152,0.130372756,0.518218715,0.85184708,0.748091477,0.878714929
lh.aparc.volume.table_lh_superiorfrontal_volume_loop_our_model.rds,lh_superiorfrontal_volume,AD,4.41E-11,0.437389081,0.307203655,0.567344114,0.794767648,0.720578741,0.816095634
lh.aparc.volume.table_lh_superiorfrontal_volume_loop_our_model.rds,lh_superiorfrontal_volume,PD,0.522123031,0.024937167,-0.051417518,0.101287123,0.941756992,0.901786612,0.953322426
lh.aparc.volume.table_lh_superiorfrontal_volume_loop_our_model.rds,lh_superiorfrontal_volume,CSVD,0.000107902,0.245137501,0.121024017,0.369129823,0.892756093,0.822815632,0.914071664
lh.aparc.volume.table_lh_superiorfrontal_volume_loop_our_model.rds,lh_superiorfrontal_volume,MS,0.013349526,-0.148906349,-0.266798918,-0.030946643,0.858010331,0.795059033,0.884453192
lh.aparc.volume.table_lh_superiorfrontal_volume_loop_our_model.rds,lh_superiorfrontal_volume,NMOSD,0.085393665,-0.128215683,-0.274206044,0.017863545,0.804836258,0.736239636,0.859335223
lh.aparc.volume.table_lh_superiorparietal_volume_loop_our_model.rds,lh_superiorparietal_volume,MCI,0.00252964,0.298660425,0.104751611,0.492210612,0.854616477,0.759831464,0.90186835
lh.aparc.volume.table_lh_superiorparietal_volume_loop_our_model.rds,lh_superiorparietal_volume,AD,5.59E-18,0.578421242,0.447066584,0.70947618,0.724805853,0.658468043,0.78023282
lh.aparc.volume.table_lh_superiorparietal_volume_loop_our_model.rds,lh_superiorparietal_volume,PD,2.89E-07,0.200377576,0.123817803,0.276899484,0.906515381,0.8580029,0.9250758
lh.aparc.volume.table_lh_superiorparietal_volume_loop_our_model.rds,lh_superiorparietal_volume,CSVD,0.073021227,0.113160291,-0.01055572,0.236819984,0.902679209,0.836636331,0.928405457
lh.aparc.volume.table_lh_superiorparietal_volume_loop_our_model.rds,lh_superiorparietal_volume,MS,1.49E-08,0.342779249,0.22407703,0.461328654,0.799041974,0.736709582,0.846519605
lh.aparc.volume.table_lh_superiorparietal_volume_loop_our_model.rds,lh_superiorparietal_volume,NMOSD,1.57E-11,0.509957675,0.361543494,0.770898058,0.767041469,0.688252313,0.814137942
lh.aparc.volume.table_lh_superiortemporal_volume_loop_our_model.rds,lh_superiortemporal_volume,MCI,0.01476095,0.240675156,0.047177045,0.433883257,0.881444701,0.792603883,0.926512642
lh.aparc.volume.table_lh_superiortemporal_volume_loop_our_model.rds,lh_superiortemporal_volume,AD,1.12E-18,0.591135071,0.459660194,0.722304169,0.74633044,0.674206032,0.785761088
lh.aparc.volume.table_lh_superiortemporal_volume_loop_our_model.rds,lh_superiortemporal_volume,PD,5.41E-07,0.195690499,0.119140018,0.272203999,0.914934631,0.86958348,0.932190137
lh.aparc.volume.table_lh_superiortemporal_volume_loop_our_model.rds,lh_superiortemporal_volume,CSVD,0.422598134,0.050587218,-0.073033969,0.174183234,0.941034334,0.877119784,0.953259538
lh.aparc.volume.table_lh_superiortemporal_volume_loop_our_model.rds,lh_superiortemporal_volume,MS,5.25E-14,0.458127591,0.338726556,0.577311163,0.801866014,0.73233107,0.841490467
lh.aparc.volume.table_lh_superiortemporal_volume_loop_our_model.rds,lh_superiortemporal_volume,NMOSD,0.000333291,0.268351246,0.121717547,0.414800201,0.825627672,0.749587066,0.873826567
lh.aparc.volume.table_lh_supramarginal_volume_loop_our_model.rds,lh_supramarginal_volume,MCI,0.012500511,0.246592468,0.053056148,0.439831806,0.864395472,0.767321531,0.90659142
lh.aparc.volume.table_lh_supramarginal_volume_loop_our_model.rds,lh_supramarginal_volume,AD,1.14E-24,0.692153026,0.559637246,0.824315935,0.674215013,0.617727046,0.722074904
lh.aparc.volume.table_lh_supramarginal_volume_loop_our_model.rds,lh_supramarginal_volume,PD,1.44E-12,0.277138893,0.20039755,0.35382405,0.871855427,0.829525106,0.898870038
lh.aparc.volume.table_lh_supramarginal_volume_loop_our_model.rds,lh_supramarginal_volume,CSVD,0.839944323,0.012738521,-0.110854693,0.136325415,0.90338842,0.845804205,0.92703162
lh.aparc.volume.table_lh_supramarginal_volume_loop_our_model.rds,lh_supramarginal_volume,MS,4.81E-05,0.245195001,0.126934779,0.363357693,0.880892492,0.825896838,0.909650041
lh.aparc.volume.table_lh_supramarginal_volume_loop_our_model.rds,lh_supramarginal_volume,NMOSD,0.000722121,0.252749077,0.1061947,0.399129354,0.874364299,0.781238763,0.910587801
lh.aparc.volume.table_lh_temporalpole_volume_loop_our_model.rds,lh_temporalpole_volume,MCI,0.651097426,-0.044485093,-0.237136,0.148219741,0.88365883,0.790021064,0.914427922
lh.aparc.volume.table_lh_temporalpole_volume_loop_our_model.rds,lh_temporalpole_volume,AD,5.53E-05,0.265661537,0.136484294,0.39485038,0.836254057,0.773850043,0.872457331
lh.aparc.volume.table_lh_temporalpole_volume_loop_our_model.rds,lh_temporalpole_volume,PD,0.605894398,-0.020100691,-0.096450072,0.0562525,0.887090946,0.845773518,0.901305669
lh.aparc.volume.table_lh_temporalpole_volume_loop_our_model.rds,lh_temporalpole_volume,CSVD,0.858073134,-0.011279165,-0.134866148,0.112313417,0.899798497,0.826558807,0.913855075
lh.aparc.volume.table_lh_temporalpole_volume_loop_our_model.rds,lh_temporalpole_volume,MS,0.274147924,-0.065738293,-0.183518086,0.052071227,0.849779262,0.791105741,0.882817965
lh.aparc.volume.table_lh_temporalpole_volume_loop_our_model.rds,lh_temporalpole_volume,NMOSD,2.35E-09,-0.450189954,-0.597762767,-0.302311948,0.788449125,0.711898979,0.831874503
lh.aparc.volume.table_lh_transversetemporal_volume_loop_our_model.rds,lh_transversetemporal_volume,MCI,0.548204002,0.059070126,-0.133661848,0.251730463,0.906135331,0.804614148,0.937627765
lh.aparc.volume.table_lh_transversetemporal_volume_loop_our_model.rds,lh_transversetemporal_volume,AD,0.000165834,0.248002938,0.118903003,0.376970223,0.882047823,0.817970214,0.918090978
lh.aparc.volume.table_lh_transversetemporal_volume_loop_our_model.rds,lh_transversetemporal_volume,PD,0.040315781,0.079915569,0.003528152,0.156287831,0.949592833,0.906241838,0.955594879
lh.aparc.volume.table_lh_transversetemporal_volume_loop_our_model.rds,lh_transversetemporal_volume,CSVD,0.173852577,0.085813439,-0.037853663,0.209437856,0.948982432,0.872859464,0.95449942
lh.aparc.volume.table_lh_transversetemporal_volume_loop_our_model.rds,lh_transversetemporal_volume,MS,0.007052128,0.162191935,0.044198806,0.280111983,0.901773861,0.838624417,0.91818439
lh.aparc.volume.table_lh_transversetemporal_volume_loop_our_model.rds,lh_transversetemporal_volume,NMOSD,0.004916383,0.209987498,0.063627898,0.356202073,0.900805341,0.81548138,0.924926672
rh.aparc.area.table_rh_bankssts_area_loop_our_model.rds,rh_bankssts_area,MCI,0.274330141,0.107593597,-0.085265471,0.300322292,0.897118845,0.796603626,0.924598948
rh.aparc.area.table_rh_bankssts_area_loop_our_model.rds,rh_bankssts_area,AD,9.07E-12,0.453102774,0.322802125,0.583168095,0.789887956,0.726276092,0.829142282
rh.aparc.area.table_rh_bankssts_area_loop_our_model.rds,rh_bankssts_area,PD,0.191813548,-0.050857706,-0.127214579,0.02550883,0.905248586,0.867851722,0.922101464
rh.aparc.area.table_rh_bankssts_area_loop_our_model.rds,rh_bankssts_area,CSVD,0.506003602,0.041952372,-0.081660496,0.165544342,0.89619314,0.842164899,0.930357486
rh.aparc.area.table_rh_bankssts_area_loop_our_model.rds,rh_bankssts_area,MS,0.000960953,0.198915883,0.080816969,0.316925274,0.888881503,0.824545115,0.915538471
rh.aparc.area.table_rh_bankssts_area_loop_our_model.rds,rh_bankssts_area,NMOSD,0.746090941,0.024110278,-0.121787996,0.169991836,0.917484585,0.834019395,0.938804561
rh.aparc.area.table_rh_caudalanteriorcingulate_area_loop_our_model.rds,rh_caudalanteriorcingulate_area,MCI,0.172146868,0.134439052,-0.058514702,0.327230068,0.90721478,0.801573939,0.929030099
rh.aparc.area.table_rh_caudalanteriorcingulate_area_loop_our_model.rds,rh_caudalanteriorcingulate_area,AD,0.002684428,0.197393967,0.06848832,0.326193824,0.894315334,0.81980292,0.911524205
rh.aparc.area.table_rh_caudalanteriorcingulate_area_loop_our_model.rds,rh_caudalanteriorcingulate_area,PD,1.27E-14,-0.302032488,-0.378787841,-0.225220431,0.868925027,0.824628333,0.894046264
rh.aparc.area.table_rh_caudalanteriorcingulate_area_loop_our_model.rds,rh_caudalanteriorcingulate_area,CSVD,0.245935602,-0.073206037,-0.196818068,0.05044243,0.930255562,0.869743814,0.940801597
rh.aparc.area.table_rh_caudalanteriorcingulate_area_loop_our_model.rds,rh_caudalanteriorcingulate_area,MS,0.113689882,0.095117858,-0.022733111,0.212925876,0.919618001,0.843386948,0.926597335
rh.aparc.area.table_rh_caudalanteriorcingulate_area_loop_our_model.rds,rh_caudalanteriorcingulate_area,NMOSD,0.231879548,0.089061254,-0.056926729,0.23498744,0.933981133,0.850434555,0.9431565
rh.aparc.area.table_rh_caudalmiddlefrontal_area_loop_our_model.rds,rh_caudalmiddlefrontal_area,MCI,0.059584223,0.185685637,-0.007496999,0.378643825,0.893395036,0.791542849,0.919523591
rh.aparc.area.table_rh_caudalmiddlefrontal_area_loop_our_model.rds,rh_caudalmiddlefrontal_area,AD,1.11E-08,0.378125222,0.248339865,0.507710278,0.822432045,0.751563629,0.869710538
rh.aparc.area.table_rh_caudalmiddlefrontal_area_loop_our_model.rds,rh_caudalmiddlefrontal_area,PD,0.1000522,-0.064087079,-0.140449969,0.012287986,0.918581081,0.880382108,0.938450635
rh.aparc.area.table_rh_caudalmiddlefrontal_area_loop_our_model.rds,rh_caudalmiddlefrontal_area,CSVD,0.238336233,0.074397903,-0.049252233,0.198011003,0.929942776,0.861564406,0.939118813
rh.aparc.area.table_rh_caudalmiddlefrontal_area_loop_our_model.rds,rh_caudalmiddlefrontal_area,MS,0.626754696,-0.029227085,-0.146989586,0.088548647,0.957238594,0.891850555,0.954142155
rh.aparc.area.table_rh_caudalmiddlefrontal_area_loop_our_model.rds,rh_caudalmiddlefrontal_area,NMOSD,0.006857716,0.201823012,0.05549686,0.348009718,0.895882685,0.836638527,0.928686552
rh.aparc.area.table_rh_cuneus_area_loop_our_model.rds,rh_cuneus_area,MCI,0.372634897,0.087729998,-0.105070168,0.2804238,0.903719871,0.799661777,0.914583369
rh.aparc.area.table_rh_cuneus_area_loop_our_model.rds,rh_cuneus_area,AD,4.69E-05,0.268214116,0.139025269,0.39725972,0.876368791,0.799448485,0.910593331
rh.aparc.area.table_rh_cuneus_area_loop_our_model.rds,rh_cuneus_area,PD,0.000299531,-0.14103623,-0.217467152,-0.064578589,0.925278006,0.883253558,0.943043547
rh.aparc.area.table_rh_cuneus_area_loop_our_model.rds,rh_cuneus_area,CSVD,0.846817847,-0.012184446,-0.135771334,0.111408517,0.95083198,0.873183225,0.94555122
rh.aparc.area.table_rh_cuneus_area_loop_our_model.rds,rh_cuneus_area,MS,0.322868829,0.059424556,-0.058377717,0.177199981,0.95649635,0.88166112,0.94411255
rh.aparc.area.table_rh_cuneus_area_loop_our_model.rds,rh_cuneus_area,NMOSD,0.000209509,0.277359424,0.130677956,0.423850036,0.829611416,0.7549788,0.893955228
rh.aparc.area.table_rh_entorhinal_area_loop_our_model.rds,rh_entorhinal_area,MCI,0.05590714,0.188447892,-0.004748824,0.381416911,0.911725239,0.797376818,0.931847885
rh.aparc.area.table_rh_entorhinal_area_loop_our_model.rds,rh_entorhinal_area,AD,0.00331632,0.193102653,0.064211621,0.321890155,0.907133139,0.832341818,0.921431455
rh.aparc.area.table_rh_entorhinal_area_loop_our_model.rds,rh_entorhinal_area,PD,0.247251142,0.045082352,-0.031281002,0.121437137,0.949035244,0.909321967,0.954983951
rh.aparc.area.table_rh_entorhinal_area_loop_our_model.rds,rh_entorhinal_area,CSVD,0.168088418,-0.086978359,-0.210604047,0.03669059,0.926664483,0.858371375,0.9473583
rh.aparc.area.table_rh_entorhinal_area_loop_our_model.rds,rh_entorhinal_area,MS,0.447344944,-0.045671176,-0.163438994,0.072117332,0.930839988,0.857712085,0.943778589
rh.aparc.area.table_rh_entorhinal_area_loop_our_model.rds,rh_entorhinal_area,NMOSD,0.017272001,0.17762454,0.031390418,0.323735814,0.909799738,0.830894777,0.931893124
rh.aparc.area.table_rh_frontalpole_area_loop_our_model.rds,rh_frontalpole_area,MCI,0.004252629,-0.282575672,-0.476022923,-0.088788782,0.857540427,0.774955278,0.90886746
rh.aparc.area.table_rh_frontalpole_area_loop_our_model.rds,rh_frontalpole_area,AD,0.389544055,-0.056456644,-0.185006591,0.072123692,0.934204528,0.851963005,0.942783217
rh.aparc.area.table_rh_frontalpole_area_loop_our_model.rds,rh_frontalpole_area,PD,4.64E-58,-0.641427135,-0.719658372,-0.563081245,0.732874722,0.693552317,0.764073513
rh.aparc.area.table_rh_frontalpole_area_loop_our_model.rds,rh_frontalpole_area,CSVD,0.602463361,-0.03285418,-0.156443139,0.090751146,0.910707446,0.839273039,0.927505131
rh.aparc.area.table_rh_frontalpole_area_loop_our_model.rds,rh_frontalpole_area,MS,0.004317176,-0.171835749,-0.289777326,-0.053816749,0.90592215,0.841295121,0.91986166
rh.aparc.area.table_rh_frontalpole_area_loop_our_model.rds,rh_frontalpole_area,NMOSD,5.69E-07,-0.375667299,-0.522707879,-0.228370176,0.840754925,0.771412504,0.881987671
rh.aparc.area.table_rh_fusiform_area_loop_our_model.rds,rh_fusiform_area,MCI,0.130946796,0.148758329,-0.044252963,0.341589674,0.884019756,0.778965116,0.916921341
rh.aparc.area.table_rh_fusiform_area_loop_our_model.rds,rh_fusiform_area,AD,7.49E-07,0.32675113,0.19726823,0.456060209,0.844472053,0.778657701,0.887931119
rh.aparc.area.table_rh_fusiform_area_loop_our_model.rds,rh_fusiform_area,PD,0.068216654,-0.071065493,-0.147432225,0.005314715,0.955122378,0.906119533,0.95965689
rh.aparc.area.table_rh_fusiform_area_loop_our_model.rds,rh_fusiform_area,CSVD,0.430479245,-0.049732179,-0.173327732,0.073888126,0.942085771,0.87338207,0.953090501
rh.aparc.area.table_rh_fusiform_area_loop_our_model.rds,rh_fusiform_area,MS,0.000905497,0.199923224,0.08182115,0.317935364,0.914329956,0.848383568,0.932681684
rh.aparc.area.table_rh_fusiform_area_loop_our_model.rds,rh_fusiform_area,NMOSD,0.03273831,0.159241009,0.013069683,0.305302079,0.878608736,0.799374952,0.90872194
rh.aparc.area.table_rh_inferiorparietal_area_loop_our_model.rds,rh_inferiorparietal_area,MCI,0.6055249,-0.050805458,-0.243459823,0.141910508,0.899702509,0.802344446,0.919074407
rh.aparc.area.table_rh_inferiorparietal_area_loop_our_model.rds,rh_inferiorparietal_area,AD,1.21E-08,0.377109996,0.247331013,0.506689215,0.809790258,0.746046269,0.85780641
rh.aparc.area.table_rh_inferiorparietal_area_loop_our_model.rds,rh_inferiorparietal_area,PD,0.000247602,-0.142953276,-0.21938661,-0.066492868,0.927347829,0.884918879,0.938719609
rh.aparc.area.table_rh_inferiorparietal_area_loop_our_model.rds,rh_inferiorparietal_area,CSVD,0.383537882,0.054971418,-0.068654415,0.178569899,0.904633079,0.838320394,0.927290819
rh.aparc.area.table_rh_inferiorparietal_area_loop_our_model.rds,rh_inferiorparietal_area,MS,0.235654756,0.071293676,-0.046522699,0.189077861,0.956022061,0.892195252,0.957616106
rh.aparc.area.table_rh_inferiorparietal_area_loop_our_model.rds,rh_inferiorparietal_area,NMOSD,0.879944501,0.011246215,-0.134643471,0.157128079,0.947459215,0.862537908,0.946232929
rh.aparc.area.table_rh_inferiortemporal_area_loop_our_model.rds,rh_inferiortemporal_area,MCI,0.184982673,0.130514633,-0.062424185,0.323295423,0.883027322,0.779569919,0.907625166
rh.aparc.area.table_rh_inferiortemporal_area_loop_our_model.rds,rh_inferiortemporal_area,AD,8.80E-09,0.380750558,0.250948626,0.510350846,0.80591033,0.73700193,0.842654853
rh.aparc.area.table_rh_inferiortemporal_area_loop_our_model.rds,rh_inferiortemporal_area,PD,0.070269452,-0.07054284,-0.146909295,0.005836951,0.910537642,0.86978793,0.921659807
rh.aparc.area.table_rh_inferiortemporal_area_loop_our_model.rds,rh_inferiortemporal_area,CSVD,0.022223766,-0.144404359,-0.268118547,-0.020618449,0.897143395,0.835182657,0.92661628
rh.aparc.area.table_rh_inferiortemporal_area_loop_our_model.rds,rh_inferiortemporal_area,MS,2.58E-08,0.336961733,0.218289705,0.455483475,0.850314125,0.794667597,0.880548368
rh.aparc.area.table_rh_inferiortemporal_area_loop_our_model.rds,rh_inferiortemporal_area,NMOSD,0.008133984,0.197530721,0.051221627,0.343703285,0.885677341,0.808657578,0.923250564
rh.aparc.area.table_rh_insula_area_loop_our_model.rds,rh_insula_area,MCI,0.568544417,0.056092357,-0.136633627,0.248750386,0.864779193,0.747088546,0.891297023
rh.aparc.area.table_rh_insula_area_loop_our_model.rds,rh_insula_area,AD,0.043903662,0.132329913,0.003613948,0.260974712,0.914452289,0.842287492,0.928319902
rh.aparc.area.table_rh_insula_area_loop_our_model.rds,rh_insula_area,PD,0.12675272,-0.059503591,-0.135864197,0.016868324,0.918640023,0.878979729,0.93373741
rh.aparc.area.table_rh_insula_area_loop_our_model.rds,rh_insula_area,CSVD,0.296554044,0.06585607,-0.057782662,0.189462025,0.915664619,0.845319898,0.93187159
rh.aparc.area.table_rh_insula_area_loop_our_model.rds,rh_insula_area,MS,3.04E-05,0.251603099,0.133318075,0.369775284,0.887687901,0.82624216,0.91030758
rh.aparc.area.table_rh_insula_area_loop_our_model.rds,rh_insula_area,NMOSD,0.107603709,0.1199153,-0.026142252,0.265889713,0.921063392,0.833646546,0.933100581
rh.aparc.area.table_rh_isthmuscingulate_area_loop_our_model.rds,rh_isthmuscingulate_area,MCI,0.78033103,0.027431098,-0.165248575,0.220077484,0.902741808,0.801157999,0.914720624
rh.aparc.area.table_rh_isthmuscingulate_area_loop_our_model.rds,rh_isthmuscingulate_area,AD,0.000266047,0.240057647,0.110990907,0.368995943,0.823937409,0.739753483,0.870970239
rh.aparc.area.table_rh_isthmuscingulate_area_loop_our_model.rds,rh_isthmuscingulate_area,PD,2.23E-16,-0.321871694,-0.398684013,-0.245259054,0.866525252,0.826405682,0.887603055
rh.aparc.area.table_rh_isthmuscingulate_area_loop_our_model.rds,rh_isthmuscingulate_area,CSVD,0.034982631,-0.133139267,-0.256832078,-0.0093803,0.899474402,0.832930972,0.925734432
rh.aparc.area.table_rh_isthmuscingulate_area_loop_our_model.rds,rh_isthmuscingulate_area,MS,0.246644765,-0.069646644,-0.187429482,0.048167672,0.915421528,0.844341602,0.919823142
rh.aparc.area.table_rh_isthmuscingulate_area_loop_our_model.rds,rh_isthmuscingulate_area,NMOSD,0.138325625,0.110435335,-0.035599013,0.256393097,0.927883754,0.844488989,0.945228204
rh.aparc.area.table_rh_lateraloccipital_area_loop_our_model.rds,rh_lateraloccipital_area,MCI,0.359641498,-0.090143244,-0.282840807,0.102663549,0.906365675,0.804041807,0.929272067
rh.aparc.area.table_rh_lateraloccipital_area_loop_our_model.rds,rh_lateraloccipital_area,AD,3.87E-05,0.271208304,0.142819113,0.400265981,0.871777239,0.802151968,0.906711188
rh.aparc.area.table_rh_lateraloccipital_area_loop_our_model.rds,rh_lateraloccipital_area,PD,0.001581345,-0.123198259,-0.199608345,-0.046764762,0.928818932,0.885658517,0.946106975
rh.aparc.area.table_rh_lateraloccipital_area_loop_our_model.rds,rh_lateraloccipital_area,CSVD,0.255198577,-0.071787712,-0.19539852,0.051858801,0.927516158,0.852369882,0.943310659
rh.aparc.area.table_rh_lateraloccipital_area_loop_our_model.rds,rh_lateraloccipital_area,MS,0.092851111,0.10106159,-0.016799326,0.218876856,0.91208328,0.844397737,0.925746585
rh.aparc.area.table_rh_lateraloccipital_area_loop_our_model.rds,rh_lateraloccipital_area,NMOSD,0.000790072,0.250881295,0.104336103,0.397253587,0.895056169,0.811437237,0.926863017
rh.aparc.area.table_rh_lateralorbitofrontal_area_loop_our_model.rds,rh_lateralorbitofrontal_area,MCI,0.008613311,0.259466841,0.065844414,0.452776983,0.887678107,0.775467077,0.915520438
rh.aparc.area.table_rh_lateralorbitofrontal_area_loop_our_model.rds,rh_lateralorbitofrontal_area,AD,0.000301421,0.237921369,0.108863405,0.366852025,0.901383969,0.821901559,0.924832835
rh.aparc.area.table_rh_lateralorbitofrontal_area_loop_our_model.rds,rh_lateralorbitofrontal_area,PD,2.66E-05,-0.163915222,-0.240377263,-0.087422165,0.897187875,0.85335476,0.914035672
rh.aparc.area.table_rh_lateralorbitofrontal_area_loop_our_model.rds,rh_lateralorbitofrontal_area,CSVD,0.177742665,-0.085043506,-0.20866709,0.038622388,0.917056159,0.85481462,0.936718664
rh.aparc.area.table_rh_lateralorbitofrontal_area_loop_our_model.rds,rh_lateralorbitofrontal_area,MS,0.000253939,0.220519895,0.102349572,0.33859111,0.889801419,0.827772551,0.915880471
rh.aparc.area.table_rh_lateralorbitofrontal_area_loop_our_model.rds,rh_lateralorbitofrontal_area,NMOSD,0.039306649,0.153682147,0.007528614,0.299729272,0.880494039,0.803524541,0.91017286
rh.aparc.area.table_rh_lingual_area_loop_our_model.rds,rh_lingual_area,MCI,0.029942962,0.214124477,0.020787739,0.407202837,0.856109848,0.770182316,0.89863515
rh.aparc.area.table_rh_lingual_area_loop_our_model.rds,rh_lingual_area,AD,0.000177732,0.246851999,0.117757015,0.375815029,0.887665477,0.825578722,0.91520944
rh.aparc.area.table_rh_lingual_area_loop_our_model.rds,rh_lingual_area,PD,0.503174173,0.02608375,-0.050271328,0.102433897,0.956126062,0.913443889,0.965073382
rh.aparc.area.table_rh_lingual_area_loop_our_model.rds,rh_lingual_area,CSVD,0.373200515,-0.056176684,-0.179775897,0.067450506,0.94328296,0.878084706,0.956357086
rh.aparc.area.table_rh_lingual_area_loop_our_model.rds,rh_lingual_area,MS,0.000288792,0.218512489,0.100349095,0.336577682,0.903941756,0.845944555,0.926791911
rh.aparc.area.table_rh_lingual_area_loop_our_model.rds,rh_lingual_area,NMOSD,1.42E-07,0.395656074,0.248212732,0.542829698,0.810568098,0.736837596,0.854236264
rh.aparc.area.table_rh_medialorbitofrontal_area_loop_our_model.rds,rh_medialorbitofrontal_area,MCI,0.09551092,-0.164235487,-0.357115992,0.0288437,0.905964187,0.801148144,0.931791271
rh.aparc.area.table_rh_medialorbitofrontal_area_loop_our_model.rds,rh_medialorbitofrontal_area,AD,0.247520446,0.075887023,-0.052719249,0.204452453,0.94952366,0.871899056,0.951436972
rh.aparc.area.table_rh_medialorbitofrontal_area_loop_our_model.rds,rh_medialorbitofrontal_area,PD,5.22E-51,-0.598021243,-0.77648374,-0.51992844,0.768934731,0.727870406,0.794057
rh.aparc.area.table_rh_medialorbitofrontal_area_loop_our_model.rds,rh_medialorbitofrontal_area,CSVD,0.000620411,-0.21649856,-0.340395827,-0.092493989,0.90139513,0.835571385,0.921151405
rh.aparc.area.table_rh_medialorbitofrontal_area_loop_our_model.rds,rh_medialorbitofrontal_area,MS,0.000806917,0.20186439,0.08375618,0.319881833,0.870667708,0.803443146,0.901691079
rh.aparc.area.table_rh_medialorbitofrontal_area_loop_our_model.rds,rh_medialorbitofrontal_area,NMOSD,0.269393948,-0.082270851,-0.228188758,0.063704151,0.883228677,0.813650797,0.91194474
rh.aparc.area.table_rh_middletemporal_area_loop_our_model.rds,rh_middletemporal_area,MCI,0.06192122,0.184003036,-0.009170978,0.376954621,0.924565532,0.813520674,0.936443647
rh.aparc.area.table_rh_middletemporal_area_loop_our_model.rds,rh_middletemporal_area,AD,5.62E-17,0.559803567,0.428620578,0.690695748,0.737940395,0.655450619,0.790050072
rh.aparc.area.table_rh_middletemporal_area_loop_our_model.rds,rh_middletemporal_area,PD,0.004080609,-0.111970139,-0.188368708,-0.03555032,0.923895182,0.883717558,0.933375622
rh.aparc.area.table_rh_middletemporal_area_loop_our_model.rds,rh_middletemporal_area,CSVD,0.865868127,-0.010653574,-0.134240587,0.112938717,0.930464827,0.862206914,0.945515742
rh.aparc.area.table_rh_middletemporal_area_loop_our_model.rds,rh_middletemporal_area,MS,0.000174813,0.226260023,0.108069578,0.344348803,0.876465936,0.819159303,0.90488744
rh.aparc.area.table_rh_middletemporal_area_loop_our_model.rds,rh_middletemporal_area,NMOSD,0.02602187,0.166020973,0.019827209,0.312099823,0.917157061,0.840160642,0.93469245
rh.aparc.area.table_rh_paracentral_area_loop_our_model.rds,rh_paracentral_area,MCI,0.036582193,0.206146407,0.012854861,0.399189126,0.888871445,0.788973765,0.930923591
rh.aparc.area.table_rh_paracentral_area_loop_our_model.rds,rh_paracentral_area,AD,0.0161327,0.158074161,0.02929126,0.286772163,0.902676399,0.836445025,0.919992819
rh.aparc.area.table_rh_paracentral_area_loop_our_model.rds,rh_paracentral_area,PD,3.22E-10,-0.245890462,-0.322504817,-0.169229769,0.892341841,0.846122783,0.906291393
rh.aparc.area.table_rh_paracentral_area_loop_our_model.rds,rh_paracentral_area,CSVD,0.243488431,0.073586979,-0.050062053,0.197199341,0.920046374,0.848049822,0.941196062
rh.aparc.area.table_rh_paracentral_area_loop_our_model.rds,rh_paracentral_area,MS,0.086059838,-0.103230105,-0.221048132,0.014634549,0.908848812,0.84626288,0.933988943
rh.aparc.area.table_rh_paracentral_area_loop_our_model.rds,rh_paracentral_area,NMOSD,0.924601863,0.007046639,-0.138840875,0.152929205,0.945388863,0.859404554,0.949488501
