clinical_feature,MRI_feature,disease,rvalue,pvalue_r
MOCA,lh_frontalpole_volume,NMOSD,-0.062250304,0.432761744
MOCA,lh_fusiform_volume,NMOSD,-0.055438075,0.484872869
MOCA,lh_inferiorparietal_volume,NMOSD,-0.020597474,0.795370033
MOCA,lh_inferiortemporal_volume,NMOSD,0.013270496,0.867307845
MOCA,lh_insula_volume,NMOSD,-0.009812108,0.901683807
MOCA,lh_isthmuscingulate_volume,NMOSD,-0.045862838,0.563464011
MOCA,lh_lateraloccipital_volume,NMOSD,0.002670692,0.973177541
MOCA,lh_lateralorbitofrontal_volume,NMOSD,-0.13231479,0.094293926
MOCA,lh_lingual_volume,NMOSD,0.097586204,0.21812707
MOCA,lh_medialorbitofrontal_volume,NMOSD,-0.128279401,0.104865932
MOCA,lh_middletemporal_volume,NMOSD,0.051424704,0.517081356
MOCA,lh_paracentral_volume,NMOSD,0.005561417,0.944179997
MOCA,lh_parahippocampal_volume,NMOSD,-0.028015674,0.724254519
MOCA,lh_parsopercularis_volume,NMOSD,-0.038373073,0.628894152
MOCA,lh_parsorbitalis_volume,NMOSD,-0.027905483,0.725295495
MOCA,lh_parstriangularis_volume,NMOSD,-0.037864769,0.633449327
MOCA,lh_pericalcarine_volume,NMOSD,-0.114547834,0.147927454
MOCA,lh_postcentral_volume,NMOSD,-0.09059214,0.253088212
MOCA,lh_posteriorcingulate_volume,NMOSD,-0.154304521,0.050657425
MOCA,lh_precentral_volume,NMOSD,-0.088985961,0.261634635
MOCA,lh_precuneus_volume,NMOSD,0.01818558,0.818892147
MOCA,lh_rostralanteriorcingulate_volume,NMOSD,-0.084122532,0.28870802
MOCA,lh_rostralmiddlefrontal_volume,NMOSD,-0.127245801,0.107718433
MOCA,lh_superiorfrontal_volume,NMOSD,-0.01466232,0.85353943
MOCA,lh_superiorparietal_volume,NMOSD,-0.02982873,0.707200414
MOCA,lh_superiortemporal_volume,NMOSD,-0.117413307,0.137985395
MOCA,lh_supramarginal_volume,NMOSD,-0.200193548,0.010890016
MOCA,lh_temporalpole_volume,NMOSD,-0.072326145,0.361895078
MOCA,lh_transversetemporal_volume,NMOSD,-0.105975862,0.180904145
MOCA,rh_bankssts_volume,NMOSD,-0.015275054,0.847491771
MOCA,rh_caudalanteriorcingulate_volume,NMOSD,-0.185022077,0.018788605
MOCA,rh_caudalmiddlefrontal_volume,NMOSD,-0.055453032,0.484754882
MOCA,rh_cuneus_volume,NMOSD,0.102971156,0.193657512
MOCA,rh_entorhinal_volume,NMOSD,-0.042487039,0.592552197
MOCA,rh_frontalpole_volume,NMOSD,0.016437176,0.836046359
MOCA,rh_fusiform_volume,NMOSD,-0.111897869,0.157595749
MOCA,rh_inferiorparietal_volume,NMOSD,-0.043440018,0.584271827
MOCA,rh_inferiortemporal_volume,NMOSD,-0.071983109,0.364182455
MOCA,rh_insula_volume,NMOSD,0.001356353,0.986375907
MOCA,rh_isthmuscingulate_volume,NMOSD,0.064999671,0.412675871
MOCA,rh_lateraloccipital_volume,NMOSD,-0.022014678,0.781632669
MOCA,rh_lateralorbitofrontal_volume,NMOSD,-0.09160206,0.247814171
MOCA,rh_lingual_volume,NMOSD,0.052918343,0.504967649
MOCA,rh_medialorbitofrontal_volume,NMOSD,0.082425007,0.298583014
MOCA,rh_middletemporal_volume,NMOSD,0.061883119,0.43548604
MOCA,rh_paracentral_volume,NMOSD,-0.043011397,0.587989485
MOCA,rh_parahippocampal_volume,NMOSD,-0.136209372,0.084911049
MOCA,rh_parsopercularis_volume,NMOSD,-0.066074278,0.404976407
MOCA,rh_parsorbitalis_volume,NMOSD,-0.06257337,0.430372886
MOCA,rh_parstriangularis_volume,NMOSD,-0.164197736,0.037401887
MOCA,rh_pericalcarine_volume,NMOSD,0.004696594,0.9528493
MOCA,rh_postcentral_volume,NMOSD,0.014422441,0.85590937
MOCA,rh_posteriorcingulate_volume,NMOSD,-0.033598554,0.67221096
MOCA,rh_precentral_volume,NMOSD,0.019983321,0.801343031
MOCA,rh_precuneus_volume,NMOSD,0.097554896,0.218275491
MOCA,rh_rostralanteriorcingulate_volume,NMOSD,-0.156473277,0.047459075
MOCA,rh_rostralmiddlefrontal_volume,NMOSD,-0.048536399,0.540921763
MOCA,rh_superiorfrontal_volume,NMOSD,-0.10233425,0.196442848
MOCA,rh_superiorparietal_volume,NMOSD,-0.002542575,0.974463812
MOCA,rh_superiortemporal_volume,NMOSD,-0.005939672,0.940390226
MOCA,rh_supramarginal_volume,NMOSD,-0.10981405,0.165525732
MOCA,rh_temporalpole_volume,NMOSD,-0.060521733,0.445671841
MOCA,rh_transversetemporal_volume,NMOSD,-0.078257333,0.32376454
MOCA,Brainstem,NMOSD,0.144093618,0.06820867
MOCA,cerebellum_total,NMOSD,0.029662579,0.708757385
MOCA,GMV,NMOSD,-0.035679514,0.653187955
MOCA,mean_thickness,NMOSD,-0.027814679,0.726153689
MOCA,sGMV,NMOSD,-0.013860476,0.861466437
MOCA,TCV,NMOSD,0.016002106,0.840327357
MOCA,total_surface_arrea,NMOSD,0.011261867,0.88724736
MOCA,CSF,NMOSD,0.037968072,0.632522457
MOCA,WMV,NMOSD,0.021970559,0.782059342
BVMT,lh.accumbens.area.volume,HC,-0.309312206,0.030569391
BVMT,lh.amygdala.volume,HC,0.14333739,0.325831256
BVMT,lh.caudate.volume,HC,-0.069243362,0.636385192
BVMT,lh.hippocampus.volume,HC,0.081162998,0.579311798
BVMT,lh.pallidum.volume,HC,-0.023431834,0.873030429
BVMT,lh.putamen.volume,HC,-0.22424034,0.121391293
BVMT,lh.thalamus.volume,HC,0.158384397,0.27705964
BVMT,lh.ventraldc.volume,HC,0.242544712,0.09312084
BVMT,rh.accumbens.area.volume,HC,-0.061638399,0.673951691
BVMT,rh.amygdala.volume,HC,0.387817584,0.00589966
BVMT,rh.caudate.volume,HC,-0.214961653,0.137997795
BVMT,rh.hippocampus.volume,HC,0.134333625,0.357446962
BVMT,rh.pallidum.volume,HC,0.044717664,0.760293408
BVMT,rh.putamen.volume,HC,-0.176523227,0.225007869
BVMT,rh.thalamus.volume,HC,0.140075899,0.337074082
BVMT,rh.ventraldc.volume,HC,0.089739401,0.539745103
BVMT,lh_bankssts_thickness,HC,0.311606709,0.029292919
BVMT,lh_caudalanteriorcingulate_thickness,HC,0.039935094,0.785285433
BVMT,lh_caudalmiddlefrontal_thickness,HC,0.05493064,0.707756122
BVMT,lh_cuneus_thickness,HC,-0.254788108,0.077268176
BVMT,lh_entorhinal_thickness,HC,-0.252336117,0.080259391
BVMT,lh_frontalpole_thickness,HC,0.058141064,0.69150246
BVMT,lh_fusiform_thickness,HC,0.0514607,0.725469508
BVMT,lh_inferiorparietal_thickness,HC,0.259197576,0.07211078
BVMT,lh_inferiortemporal_thickness,HC,0.177569502,0.222227346
BVMT,lh_insula_thickness,HC,0.219165221,0.130276156
BVMT,lh_isthmuscingulate_thickness,HC,-0.385167822,0.00627812
BVMT,lh_lateraloccipital_thickness,HC,-0.168418354,0.247362295
BVMT,lh_lateralorbitofrontal_thickness,HC,0.197521096,0.173703277
BVMT,lh_lingual_thickness,HC,-0.296832921,0.038347066
BVMT,lh_medialorbitofrontal_thickness,HC,0.28701144,0.045554062
BVMT,lh_middletemporal_thickness,HC,0.308726396,0.030902592
BVMT,lh_paracentral_thickness,HC,0.279878269,0.051451857
BVMT,lh_parahippocampal_thickness,HC,0.010818133,0.941190117
BVMT,lh_parsopercularis_thickness,HC,0.034175799,0.815666031
BVMT,lh_parsorbitalis_thickness,HC,0.279581872,0.051709703
BVMT,lh_parstriangularis_thickness,HC,0.178899377,0.218727633
BVMT,lh_pericalcarine_thickness,HC,-0.320516376,0.024749227
BVMT,lh_postcentral_thickness,HC,0.075151292,0.607807646
BVMT,lh_posteriorcingulate_thickness,HC,-0.02430165,0.86835805
BVMT,lh_precentral_thickness,HC,0.256593654,0.075122297
BVMT,lh_precuneus_thickness,HC,0.178135011,0.220734436
BVMT,lh_rostralanteriorcingulate_thickness,HC,0.093250542,0.523933534
BVMT,lh_rostralmiddlefrontal_thickness,HC,0.080566925,0.582109945
BVMT,lh_superiorfrontal_thickness,HC,0.06760668,0.644397982
BVMT,lh_superiorparietal_thickness,HC,0.166455365,0.252995244
BVMT,lh_superiortemporal_thickness,HC,0.21779323,0.132759872
BVMT,lh_supramarginal_thickness,HC,0.118493952,0.417418684
BVMT,lh_temporalpole_thickness,HC,0.028162726,0.847673352
BVMT,lh_transversetemporal_thickness,HC,0.12233988,0.402354432
BVMT,rh_bankssts_thickness,HC,0.295021655,0.039600579
BVMT,rh_caudalanteriorcingulate_thickness,HC,0.022966788,0.875530285
BVMT,rh_caudalmiddlefrontal_thickness,HC,0.188394152,0.19485188
BVMT,rh_cuneus_thickness,HC,-0.415844451,0.002962231
BVMT,rh_entorhinal_thickness,HC,-0.152061153,0.2969343
BVMT,rh_frontalpole_thickness,HC,-0.00463105,0.974806487
BVMT,rh_fusiform_thickness,HC,0.025405993,0.862432287
BVMT,rh_inferiorparietal_thickness,HC,0.186777443,0.198780759
BVMT,rh_inferiortemporal_thickness,HC,0.08980005,0.539470039
BVMT,rh_insula_thickness,HC,0.095133352,0.515550485
BVMT,rh_isthmuscingulate_thickness,HC,-0.072049348,0.622743506
BVMT,rh_lateraloccipital_thickness,HC,-0.250214195,0.082920758
BVMT,rh_lateralorbitofrontal_thickness,HC,-0.006779932,0.963123073
BVMT,rh_lingual_thickness,HC,-0.303888711,0.033771181
BVMT,rh_medialorbitofrontal_thickness,HC,0.426257539,0.002258723
BVMT,rh_middletemporal_thickness,HC,0.295115262,0.039534983
BVMT,rh_paracentral_thickness,HC,0.06652684,0.649706658
BVMT,rh_parahippocampal_thickness,HC,0.059225559,0.68604241
BVMT,rh_parsopercularis_thickness,HC,0.057987707,0.692275823
BVMT,rh_parsorbitalis_thickness,HC,0.224079785,0.121665157
BVMT,rh_parstriangularis_thickness,HC,0.13605919,0.351247543
BVMT,rh_pericalcarine_thickness,HC,-0.328712672,0.021106113
BVMT,rh_postcentral_thickness,HC,0.108906336,0.456341844
BVMT,rh_posteriorcingulate_thickness,HC,0.153699364,0.291698881
BVMT,rh_precentral_thickness,HC,0.158245875,0.2774854
BVMT,rh_precuneus_thickness,HC,0.050428795,0.730765219
BVMT,rh_rostralanteriorcingulate_thickness,HC,0.199148555,0.170113704
BVMT,rh_rostralmiddlefrontal_thickness,HC,0.19728481,0.174228954
BVMT,rh_superiorfrontal_thickness,HC,0.147377613,0.312235344
BVMT,rh_superiorparietal_thickness,HC,0.125247224,0.391178976
BVMT,rh_superiortemporal_thickness,HC,0.307485576,0.031618322
BVMT,rh_supramarginal_thickness,HC,0.198196283,0.172207475
BVMT,rh_temporalpole_thickness,HC,0.187827744,0.196222025
BVMT,rh_transversetemporal_thickness,HC,0.176644579,0.224684143
BVMT,lh_bankssts_area,HC,0.147597814,0.311504888
BVMT,lh_caudalanteriorcingulate_area,HC,0.158666648,0.276193454
BVMT,lh_caudalmiddlefrontal_area,HC,-0.147639049,0.311368224
BVMT,lh_cuneus_area,HC,0.060443468,0.679929528
BVMT,lh_entorhinal_area,HC,0.02835608,0.846640053
BVMT,lh_frontalpole_area,HC,0.151325781,0.299304062
BVMT,lh_fusiform_area,HC,-0.186600086,0.199215153
BVMT,lh_inferiorparietal_area,HC,-0.101969755,0.485688781
BVMT,lh_inferiortemporal_area,HC,-0.114467159,0.433530578
BVMT,lh_insula_area,HC,0.028600683,0.845333242
BVMT,lh_isthmuscingulate_area,HC,-0.019956594,0.891739589
BVMT,lh_lateraloccipital_area,HC,-0.009381865,0.948986908
BVMT,lh_lateralorbitofrontal_area,HC,-0.154747893,0.288379679
BVMT,lh_lingual_area,HC,-0.09882575,0.499308334
BVMT,lh_medialorbitofrontal_area,HC,0.119506297,0.413422533
BVMT,lh_middletemporal_area,HC,-0.021951902,0.88098994
BVMT,lh_paracentral_area,HC,-0.001457963,0.992067342
BVMT,lh_parahippocampal_area,HC,-0.256749048,0.074939835
BVMT,lh_parsopercularis_area,HC,-0.093984892,0.520655876
BVMT,lh_parsorbitalis_area,HC,-0.226769198,0.11713903
BVMT,lh_parstriangularis_area,HC,-0.039830155,0.785836317
BVMT,lh_pericalcarine_area,HC,0.079828237,0.585586018
BVMT,lh_postcentral_area,HC,-0.174136478,0.231440498
BVMT,lh_posteriorcingulate_area,HC,0.02319332,0.874312408
BVMT,lh_precentral_area,HC,-0.159045612,0.275033279
BVMT,lh_precuneus_area,HC,-0.138438273,0.342809106
BVMT,lh_rostralanteriorcingulate_area,HC,0.165368516,0.256150943
BVMT,lh_rostralmiddlefrontal_area,HC,-0.096976502,0.507409796
BVMT,lh_superiorfrontal_area,HC,-0.226012015,0.118400184
BVMT,lh_superiorparietal_area,HC,-0.229842466,0.112124796
BVMT,lh_superiortemporal_area,HC,-0.193594864,0.182587831
BVMT,lh_supramarginal_area,HC,-0.141418741,0.332416218
BVMT,lh_temporalpole_area,HC,-0.239561842,0.097341348
BVMT,lh_transversetemporal_area,HC,-0.227506636,0.115920598
BVMT,rh_bankssts_area,HC,-0.169508622,0.244270673
BVMT,rh_caudalanteriorcingulate_area,HC,0.046355665,0.751787754
BVMT,rh_caudalmiddlefrontal_area,HC,0.026295361,0.857665481
BVMT,rh_cuneus_area,HC,0.102873094,0.481811902
BVMT,rh_entorhinal_area,HC,-0.000984869,0.994641361
BVMT,rh_frontalpole_area,HC,0.34233245,0.016052933
BVMT,rh_fusiform_area,HC,-0.147902485,0.310496027
BVMT,rh_inferiorparietal_area,HC,-0.256795394,0.074885484
BVMT,rh_inferiortemporal_area,HC,-0.01388831,0.924542826
BVMT,rh_insula_area,HC,-0.17864463,0.219395044
BVMT,rh_isthmuscingulate_area,HC,-0.227699709,0.115603192
BVMT,rh_lateraloccipital_area,HC,-0.000224277,0.998779707
BVMT,rh_lateralorbitofrontal_area,HC,-0.046259606,0.752285768
BVMT,rh_lingual_area,HC,-0.215068048,0.137798237
BVMT,rh_medialorbitofrontal_area,HC,0.209791948,0.147955997
BVMT,rh_middletemporal_area,HC,0.156993198,0.281355179
BVMT,rh_paracentral_area,HC,0.083541614,0.568207164
BVMT,rh_parahippocampal_area,HC,-0.048743855,0.73943894
BVMT,rh_parsopercularis_area,HC,0.042935242,0.769580942
BVMT,rh_parsorbitalis_area,HC,-0.087336532,0.550697392
BVMT,rh_parstriangularis_area,HC,-0.041662405,0.776232933
BVMT,rh_pericalcarine_area,HC,0.095492037,0.513961147
BVMT,rh_postcentral_area,HC,-0.233064862,0.107044912
BVMT,rh_posteriorcingulate_area,HC,0.053374415,0.715682089
BVMT,rh_precentral_area,HC,-0.231889681,0.108876655
BVMT,rh_precuneus_area,HC,-0.194276186,0.181023165
BVMT,rh_rostralanteriorcingulate_area,HC,-0.167876665,0.248908152
BVMT,rh_rostralmiddlefrontal_area,HC,0.028713846,0.844728799
BVMT,rh_superiorfrontal_area,HC,-0.05388624,0.713072007
BVMT,rh_superiorparietal_area,HC,-0.17139079,0.238995503
BVMT,rh_superiortemporal_area,HC,-0.198359155,0.171848051
BVMT,rh_supramarginal_area,HC,-0.301391288,0.03533621
BVMT,rh_temporalpole_area,HC,-0.178523384,0.219713192
BVMT,rh_transversetemporal_area,HC,-0.288306854,0.044544602
BVMT,lh_bankssts_volume,HC,0.290782874,0.042665959
BVMT,lh_caudalanteriorcingulate_volume,HC,0.092766959,0.526097505
BVMT,lh_caudalmiddlefrontal_volume,HC,-0.090928842,0.534362965
BVMT,lh_cuneus_volume,HC,-0.037750457,0.796774921
BVMT,lh_entorhinal_volume,HC,-0.050118464,0.732360272
BVMT,lh_frontalpole_volume,HC,0.163449054,0.261788544
BVMT,lh_fusiform_volume,HC,0.041899152,0.774994449
BVMT,lh_inferiorparietal_volume,HC,0.039696968,0.786535641
BVMT,lh_inferiortemporal_volume,HC,0.136766706,0.348724832
BVMT,lh_insula_volume,HC,0.107481188,0.462291306
BVMT,lh_isthmuscingulate_volume,HC,-0.09083315,0.53479499
BVMT,lh_lateraloccipital_volume,HC,-0.105683113,0.469856971
BVMT,lh_lateralorbitofrontal_volume,HC,-0.106784266,0.465215873
BVMT,lh_lingual_volume,HC,-0.206295612,0.154985728
BVMT,lh_medialorbitofrontal_volume,HC,0.149696952,0.304596374
BVMT,lh_middletemporal_volume,HC,0.134357043,0.357362382
BVMT,lh_paracentral_volume,HC,0.108160152,0.459451675
BVMT,lh_parahippocampal_volume,HC,-0.134551547,0.356660377
BVMT,lh_parsopercularis_volume,HC,-0.156128595,0.284046691
BVMT,lh_parsorbitalis_volume,HC,0.108141525,0.459529454
BVMT,lh_parstriangularis_volume,HC,-0.145563729,0.31829391
BVMT,lh_pericalcarine_volume,HC,-0.337589923,0.017681001
BVMT,lh_postcentral_volume,HC,-0.116865288,0.423893715
BVMT,lh_posteriorcingulate_volume,HC,0.12488914,0.39254547
BVMT,lh_precentral_volume,HC,0.051803783,0.723711611
BVMT,lh_precuneus_volume,HC,-0.035987848,0.806076156
BVMT,lh_rostralanteriorcingulate_volume,HC,0.243167924,0.092257268
BVMT,lh_rostralmiddlefrontal_volume,HC,-0.010235144,0.944354258
BVMT,lh_superiorfrontal_volume,HC,-0.08499392,0.561475856
BVMT,lh_superiorparietal_volume,HC,-0.101125771,0.48932563
BVMT,lh_superiortemporal_volume,HC,-0.181738676,0.211384367
BVMT,lh_supramarginal_volume,HC,-0.182358764,0.209803862
BVMT,lh_temporalpole_volume,HC,-0.09062727,0.535725073
BVMT,lh_transversetemporal_volume,HC,-0.195641275,0.177917249
BVMT,rh_bankssts_volume,HC,0.026253213,0.857891272
BVMT,rh_caudalanteriorcingulate_volume,HC,0.119668625,0.412783805
BVMT,rh_caudalmiddlefrontal_volume,HC,0.059507126,0.684627394
BVMT,rh_cuneus_volume,HC,-0.163973019,0.260241457
BVMT,rh_entorhinal_volume,HC,-0.068338278,0.640811245
BVMT,rh_frontalpole_volume,HC,0.171426375,0.238896525
BVMT,rh_fusiform_volume,HC,-0.037540933,0.797879134
BVMT,rh_inferiorparietal_volume,HC,-0.157155822,0.280850807
BVMT,rh_inferiortemporal_volume,HC,0.024064877,0.869629489
BVMT,rh_insula_volume,HC,0.115679577,0.428643249
BVMT,rh_isthmuscingulate_volume,HC,-0.148356526,0.30899643
BVMT,rh_lateraloccipital_volume,HC,-0.084971357,0.561580146
BVMT,rh_lateralorbitofrontal_volume,HC,-0.124990834,0.39215711
BVMT,rh_lingual_volume,HC,-0.259407272,0.071872485
BVMT,rh_medialorbitofrontal_volume,HC,0.340337924,0.016721394
BVMT,rh_middletemporal_volume,HC,0.242054228,0.093804896
BVMT,rh_paracentral_volume,HC,0.091901402,0.529981762
BVMT,rh_parahippocampal_volume,HC,0.182987413,0.208210007
BVMT,rh_parsopercularis_volume,HC,0.142043261,0.330263744
BVMT,rh_parsorbitalis_volume,HC,0.112790374,0.440340903
BVMT,rh_parstriangularis_volume,HC,0.012541845,0.931840189
BVMT,rh_pericalcarine_volume,HC,-0.155685567,0.28543235
BVMT,rh_postcentral_volume,HC,-0.22225406,0.124812329
BVMT,rh_posteriorcingulate_volume,HC,0.179803085,0.216371397
BVMT,rh_precentral_volume,HC,-0.059760232,0.68335632
BVMT,rh_precuneus_volume,HC,-0.110234243,0.450836031
BVMT,rh_rostralanteriorcingulate_volume,HC,0.051209124,0.726759431
BVMT,rh_rostralmiddlefrontal_volume,HC,0.137028512,0.347794174
BVMT,rh_superiorfrontal_volume,HC,0.064471676,0.659857702
BVMT,rh_superiorparietal_volume,HC,-0.110624111,0.449226488
BVMT,rh_superiortemporal_volume,HC,0.017920278,0.902730044
BVMT,rh_supramarginal_volume,HC,-0.243366423,0.091983524
BVMT,rh_temporalpole_volume,HC,-0.118656724,0.416774675
BVMT,rh_transversetemporal_volume,HC,-0.142105305,0.33005038
BVMT,Brainstem,HC,0.144774413,0.320953418
BVMT,cerebellum_total,HC,0.102946092,0.481499329
BVMT,GMV,HC,-0.025058,0.864298781
BVMT,mean_thickness,HC,0.18793527,0.195961395
BVMT,sGMV,HC,0.063670975,0.663829188
BVMT,TCV,HC,0.150003505,0.303595774
BVMT,total_surface_arrea,HC,-0.060874486,0.677771021
BVMT,CSF,HC,0.100666284,0.491311573
BVMT,WMV,HC,0.077526131,0.596478476
BVMT,lh.accumbens.area.volume,MS,-0.170677714,0.053128821
BVMT,lh.amygdala.volume,MS,-0.133277428,0.132135835
BVMT,lh.caudate.volume,MS,0.216079716,0.013915621
BVMT,lh.hippocampus.volume,MS,-0.003632237,0.96741319
BVMT,lh.pallidum.volume,MS,-0.02963749,0.738821791
BVMT,lh.putamen.volume,MS,-0.017500766,0.843944256
BVMT,lh.thalamus.volume,MS,0.301643947,0.000512853
BVMT,lh.ventraldc.volume,MS,-0.173190216,0.049672286
BVMT,rh.accumbens.area.volume,MS,-0.021028671,0.813012725
BVMT,rh.amygdala.volume,MS,-0.122177153,0.167792316
BVMT,rh.caudate.volume,MS,0.094192414,0.288340175
BVMT,rh.hippocampus.volume,MS,-0.003581744,0.967865946
BVMT,rh.pallidum.volume,MS,0.024780075,0.780435983
BVMT,rh.putamen.volume,MS,0.109114008,0.218355312
BVMT,rh.thalamus.volume,MS,0.274513737,0.001642574
BVMT,rh.ventraldc.volume,MS,-0.139502939,0.114853749
BVMT,lh_bankssts_thickness,MS,-0.166269215,0.059672628
BVMT,lh_caudalanteriorcingulate_thickness,MS,-0.279231727,0.001352577
BVMT,lh_caudalmiddlefrontal_thickness,MS,-0.357685561,3.16E-05
BVMT,lh_cuneus_thickness,MS,0.110301544,0.213355416
BVMT,lh_entorhinal_thickness,MS,-0.23387096,0.007641606
BVMT,lh_frontalpole_thickness,MS,-0.317838184,0.000242113
BVMT,lh_fusiform_thickness,MS,-0.266896982,0.002231735
BVMT,lh_inferiorparietal_thickness,MS,-0.123719263,0.162450761
BVMT,lh_inferiortemporal_thickness,MS,-0.263034548,0.002598422
BVMT,lh_insula_thickness,MS,0.38082926,8.50E-06
BVMT,lh_isthmuscingulate_thickness,MS,-0.118191999,0.182197999
BVMT,lh_lateraloccipital_thickness,MS,-0.361230295,2.60E-05
BVMT,lh_lateralorbitofrontal_thickness,MS,-0.289598954,0.000872125
BVMT,lh_lingual_thickness,MS,-0.338571071,8.69E-05
BVMT,lh_medialorbitofrontal_thickness,MS,0.181530596,0.039507489
BVMT,lh_middletemporal_thickness,MS,-0.314281739,0.000286552
BVMT,lh_paracentral_thickness,MS,0.172607485,0.050456901
BVMT,lh_parahippocampal_thickness,MS,-0.340464835,7.88E-05
BVMT,lh_parsopercularis_thickness,MS,-0.324737677,0.000173553
BVMT,lh_parsorbitalis_thickness,MS,-0.364646144,2.15E-05
BVMT,lh_parstriangularis_thickness,MS,-0.34466685,6.34E-05
BVMT,lh_pericalcarine_thickness,MS,-0.06353698,0.474398622
BVMT,lh_postcentral_thickness,MS,0.24693261,0.004785307
BVMT,lh_posteriorcingulate_thickness,MS,-0.143771144,0.104058445
BVMT,lh_precentral_thickness,MS,-0.294345966,0.000709401
BVMT,lh_precuneus_thickness,MS,-0.246734386,0.004820291
BVMT,lh_rostralanteriorcingulate_thickness,MS,-0.325308033,0.000168781
BVMT,lh_rostralmiddlefrontal_thickness,MS,-0.436106153,2.39E-07
BVMT,lh_superiorfrontal_thickness,MS,-0.319197987,0.000226879
BVMT,lh_superiorparietal_thickness,MS,0.236421064,0.006987431
BVMT,lh_superiortemporal_thickness,MS,-0.276917865,0.001488401
BVMT,lh_supramarginal_thickness,MS,-0.166265201,0.059678874
BVMT,lh_temporalpole_thickness,MS,-0.17667132,0.045193067
BVMT,lh_transversetemporal_thickness,MS,0.136823295,0.122063764
BVMT,rh_bankssts_thickness,MS,0.051080132,0.565367485
BVMT,rh_caudalanteriorcingulate_thickness,MS,-0.246552062,0.004852669
BVMT,rh_caudalmiddlefrontal_thickness,MS,-0.298682782,0.000585607
BVMT,rh_cuneus_thickness,MS,-0.347320502,5.51E-05
BVMT,rh_entorhinal_thickness,MS,-0.395654074,3.47E-06
BVMT,rh_frontalpole_thickness,MS,-0.307678871,0.000389658
BVMT,rh_fusiform_thickness,MS,0.007980424,0.928478424
BVMT,rh_inferiorparietal_thickness,MS,-0.107617005,0.224775955
BVMT,rh_inferiortemporal_thickness,MS,-0.252763691,0.003852638
BVMT,rh_insula_thickness,MS,0.208327231,0.01782817
BVMT,rh_isthmuscingulate_thickness,MS,-0.077262119,0.384142216
BVMT,rh_lateraloccipital_thickness,MS,-0.352993988,4.08E-05
BVMT,rh_lateralorbitofrontal_thickness,MS,-0.291675058,0.000797156
BVMT,rh_lingual_thickness,MS,-0.425019581,5.16E-07
BVMT,rh_medialorbitofrontal_thickness,MS,-0.203167713,0.020931374
BVMT,rh_middletemporal_thickness,MS,-0.172287418,0.050892201
BVMT,rh_paracentral_thickness,MS,-0.301319611,0.000520395
BVMT,rh_parahippocampal_thickness,MS,-0.294118362,0.000716518
BVMT,rh_parsopercularis_thickness,MS,-0.241128279,0.005909255
BVMT,rh_parsorbitalis_thickness,MS,-0.337018015,9.41E-05
BVMT,rh_parstriangularis_thickness,MS,-0.300858963,0.000531282
BVMT,rh_pericalcarine_thickness,MS,0.004652569,0.958266573
BVMT,rh_postcentral_thickness,MS,-0.237724018,0.006672771
BVMT,rh_posteriorcingulate_thickness,MS,0.003816326,0.965762602
BVMT,rh_precentral_thickness,MS,-0.271682032,0.001842707
BVMT,rh_precuneus_thickness,MS,-0.211827472,0.015957157
BVMT,rh_rostralanteriorcingulate_thickness,MS,-0.272766292,0.001763598
BVMT,rh_rostralmiddlefrontal_thickness,MS,-0.345197867,6.17E-05
BVMT,rh_superiorfrontal_thickness,MS,-0.196550566,0.025583237
BVMT,rh_superiorparietal_thickness,MS,-0.188325908,0.032572393
BVMT,rh_superiortemporal_thickness,MS,-0.091674574,0.301479421
BVMT,rh_supramarginal_thickness,MS,-0.312514907,0.000311332
BVMT,rh_temporalpole_thickness,MS,-0.247697587,0.00465242
BVMT,rh_transversetemporal_thickness,MS,-0.141423797,0.109892362
BVMT,lh_bankssts_area,MS,0.273619405,0.001703536
BVMT,lh_caudalanteriorcingulate_area,MS,-0.106925605,0.227785931
BVMT,lh_caudalmiddlefrontal_area,MS,-0.125722653,0.155702085
BVMT,lh_cuneus_area,MS,0.081903571,0.356141269
BVMT,lh_entorhinal_area,MS,0.178586795,0.042875373
BVMT,lh_frontalpole_area,MS,0.155319139,0.078815879
BVMT,lh_fusiform_area,MS,0.052703636,0.553057802
BVMT,lh_inferiorparietal_area,MS,0.07695968,0.386011806
BVMT,lh_inferiortemporal_area,MS,0.122707535,0.165940671
BVMT,lh_insula_area,MS,0.016768611,0.850395132
BVMT,lh_isthmuscingulate_area,MS,0.110730364,0.211570171
BVMT,lh_lateraloccipital_area,MS,0.118974955,0.179298488
BVMT,lh_lateralorbitofrontal_area,MS,0.051172485,0.564663775
BVMT,lh_lingual_area,MS,0.190103437,0.030938537
BVMT,lh_medialorbitofrontal_area,MS,0.355019861,3.65E-05
BVMT,lh_middletemporal_area,MS,0.141087105,0.110749694
BVMT,lh_paracentral_area,MS,0.13579965,0.124908542
BVMT,lh_parahippocampal_area,MS,0.142036208,0.108346251
BVMT,lh_parsopercularis_area,MS,0.048070108,0.588528118
BVMT,lh_parsorbitalis_area,MS,-0.00533155,0.952182887
BVMT,lh_parstriangularis_area,MS,0.041591138,0.639792313
BVMT,lh_pericalcarine_area,MS,0.209819279,0.017008576
BVMT,lh_postcentral_area,MS,-0.026095728,0.769097499
BVMT,lh_posteriorcingulate_area,MS,0.00464106,0.95836972
BVMT,lh_precentral_area,MS,-0.071619017,0.419923131
BVMT,lh_precuneus_area,MS,0.132508338,0.134402124
