Index,MRI_measure,disease,pvalue,cohens_d,cohens_d_CI_low,cohens_d_CI_high,Overlap,Overlap_CI_low,Overlap_CI_high
lh.aparc.volume.table_lh_superiorfrontal_volume_loop_our_model.rds,lh_superiorfrontal_volume,AD,2.31E-09,0.395705422,0.265807073,0.525394486,0.797251659,0.731923651,0.833402649
lh.aparc.volume.table_lh_superiorfrontal_volume_loop_our_model.rds,lh_superiorfrontal_volume,PD,0.000705678,0.132109342,0.05566418,0.20852947,0.929935061,0.88799071,0.946043594
lh.aparc.volume.table_lh_superiorfrontal_volume_loop_our_model.rds,lh_superiorfrontal_volume,CSVD,0.285998373,0.067313599,-0.056327011,0.190920697,0.918334299,0.857953112,0.940536132
lh.aparc.volume.table_lh_superiorfrontal_volume_loop_our_model.rds,lh_superiorfrontal_volume,MS,0.004677622,-0.170290561,-0.288228615,-0.05227581,0.877568626,0.806782669,0.901762083
lh.aparc.volume.table_lh_superiorfrontal_volume_loop_our_model.rds,lh_superiorfrontal_volume,NMOSD,0.029622129,-0.162220963,-0.308289765,-0.016039862,0.868058667,0.781730536,0.900693495
lh.aparc.volume.table_lh_superiorparietal_volume_loop_our_model.rds,lh_superiorparietal_volume,MCI,0.045054559,0.197598141,0.004353308,0.390604335,0.822618715,0.715423717,0.86733434
lh.aparc.volume.table_lh_superiorparietal_volume_loop_our_model.rds,lh_superiorparietal_volume,AD,9.44E-18,0.574247369,0.442931683,0.7052653,0.721222903,0.656394669,0.766738644
lh.aparc.volume.table_lh_superiorparietal_volume_loop_our_model.rds,lh_superiorparietal_volume,PD,1.19E-11,0.265331617,0.188621868,0.341991406,0.888917697,0.846876602,0.914691995
lh.aparc.volume.table_lh_superiorparietal_volume_loop_our_model.rds,lh_superiorparietal_volume,CSVD,0.73139755,0.021651303,-0.101946519,0.145238325,0.898349952,0.84391196,0.924738879
lh.aparc.volume.table_lh_superiorparietal_volume_loop_our_model.rds,lh_superiorparietal_volume,MS,1.32E-08,0.344055552,0.22534664,0.462611065,0.806440393,0.752803322,0.843576977
lh.aparc.volume.table_lh_superiorparietal_volume_loop_our_model.rds,lh_superiorparietal_volume,NMOSD,5.65E-12,0.52145181,0.372927424,0.669625472,0.796162805,0.722686374,0.823581707
lh.aparc.volume.table_lh_superiortemporal_volume_loop_our_model.rds,lh_superiortemporal_volume,MCI,0.471131495,0.070900333,-0.121857396,0.263572073,0.875104649,0.773763876,0.922077663
lh.aparc.volume.table_lh_superiortemporal_volume_loop_our_model.rds,lh_superiortemporal_volume,AD,3.48E-17,0.563709185,0.432490661,0.694635092,0.751078421,0.690241922,0.801846801
lh.aparc.volume.table_lh_superiortemporal_volume_loop_our_model.rds,lh_superiortemporal_volume,PD,2.33E-12,0.274509346,0.197775193,0.351191852,0.885604872,0.850548409,0.910158203
lh.aparc.volume.table_lh_superiortemporal_volume_loop_our_model.rds,lh_superiortemporal_volume,CSVD,0.164815675,-0.08765319,-0.2112796,0.036016858,0.951276824,0.881506775,0.958338499
lh.aparc.volume.table_lh_superiortemporal_volume_loop_our_model.rds,lh_superiortemporal_volume,MS,7.42E-16,0.491805855,0.372165255,0.611230352,0.775927951,0.718186855,0.830987419
lh.aparc.volume.table_lh_superiortemporal_volume_loop_our_model.rds,lh_superiortemporal_volume,NMOSD,0.000118508,0.288085323,0.141345081,0.434627499,0.835328137,0.755400656,0.880007013
lh.aparc.volume.table_lh_supramarginal_volume_loop_our_model.rds,lh_supramarginal_volume,MCI,0.29213916,0.103680281,-0.089166421,0.296401396,0.87117333,0.766643829,0.910757469
lh.aparc.volume.table_lh_supramarginal_volume_loop_our_model.rds,lh_supramarginal_volume,AD,7.49E-24,0.679070237,0.546697779,0.811095826,0.696589802,0.642048968,0.755556947
lh.aparc.volume.table_lh_supramarginal_volume_loop_our_model.rds,lh_supramarginal_volume,PD,2.01E-19,0.353852005,0.276873999,0.430763826,0.84994484,0.810214337,0.879062302
lh.aparc.volume.table_lh_supramarginal_volume_loop_our_model.rds,lh_supramarginal_volume,CSVD,0.067841013,-0.115269755,-0.238932656,0.008450452,0.924424002,0.853180059,0.939405685
lh.aparc.volume.table_lh_supramarginal_volume_loop_our_model.rds,lh_supramarginal_volume,MS,1.79E-05,0.258908478,0.14059448,0.377106393,0.896319494,0.831354307,0.92786626
lh.aparc.volume.table_lh_supramarginal_volume_loop_our_model.rds,lh_supramarginal_volume,NMOSD,0.000350246,0.267373179,0.120744589,0.413817763,0.852672002,0.7802774,0.913447256
lh.aparc.volume.table_lh_temporalpole_volume_loop_our_model.rds,lh_temporalpole_volume,MCI,0.105928797,-0.159268699,-0.352132823,0.033788071,0.88896954,0.785492466,0.918402941
lh.aparc.volume.table_lh_temporalpole_volume_loop_our_model.rds,lh_temporalpole_volume,AD,0.000522421,0.22830663,0.099287141,0.357203857,0.861195798,0.790180392,0.895914185
lh.aparc.volume.table_lh_temporalpole_volume_loop_our_model.rds,lh_temporalpole_volume,PD,0.614068782,0.019646068,-0.056706999,0.095995361,0.908326188,0.869039055,0.92318957
lh.aparc.volume.table_lh_temporalpole_volume_loop_our_model.rds,lh_temporalpole_volume,CSVD,0.123017035,-0.097329938,-0.220967807,0.026356347,0.92725204,0.864602188,0.941013743
lh.aparc.volume.table_lh_temporalpole_volume_loop_our_model.rds,lh_temporalpole_volume,MS,0.269838496,-0.066332207,-0.18411247,0.051478021,0.882186765,0.820502416,0.91000678
lh.aparc.volume.table_lh_temporalpole_volume_loop_our_model.rds,lh_temporalpole_volume,NMOSD,2.81E-10,-0.476322619,-0.624105355,-0.328217813,0.79961548,0.728141756,0.838099825
lh.aparc.volume.table_lh_transversetemporal_volume_loop_our_model.rds,lh_transversetemporal_volume,MCI,0.577162655,-0.054846219,-0.247503295,0.137877363,0.900493108,0.792307195,0.925444486
lh.aparc.volume.table_lh_transversetemporal_volume_loop_our_model.rds,lh_transversetemporal_volume,AD,0.00098416,0.21678796,0.087812672,0.345647102,0.890670438,0.822268585,0.917746699
lh.aparc.volume.table_lh_transversetemporal_volume_loop_our_model.rds,lh_transversetemporal_volume,PD,0.001784259,0.121817156,0.045385434,0.198225794,0.939733237,0.900783496,0.948668066
lh.aparc.volume.table_lh_transversetemporal_volume_loop_our_model.rds,lh_transversetemporal_volume,CSVD,0.955088399,0.003552119,-0.120037649,0.127140156,0.962117914,0.892928834,0.960614394
lh.aparc.volume.table_lh_transversetemporal_volume_loop_our_model.rds,lh_transversetemporal_volume,MS,0.006015182,0.165367782,0.047366283,0.283294786,0.907726488,0.849758243,0.925803029
lh.aparc.volume.table_lh_transversetemporal_volume_loop_our_model.rds,lh_transversetemporal_volume,NMOSD,0.004496617,0.212133417,0.065764828,0.35835549,0.903021775,0.826676653,0.936510712
rh.aparc.area.table_rh_bankssts_area_loop_our_model.rds,rh_bankssts_area,MCI,0.456873547,0.073200686,-0.119562411,0.265875062,0.88311165,0.782558006,0.894277664
rh.aparc.area.table_rh_bankssts_area_loop_our_model.rds,rh_bankssts_area,AD,7.42E-05,0.261045467,0.131888903,0.390062554,0.861790781,0.795122399,0.903723702
rh.aparc.area.table_rh_bankssts_area_loop_our_model.rds,rh_bankssts_area,PD,0.272806815,0.042727247,-0.033634879,0.119081262,0.919129901,0.879000375,0.934661067
rh.aparc.area.table_rh_bankssts_area_loop_our_model.rds,rh_bankssts_area,CSVD,0.391350575,0.054073681,-0.069551189,0.177671637,0.942657693,0.872089837,0.954086923
rh.aparc.area.table_rh_bankssts_area_loop_our_model.rds,rh_bankssts_area,MS,0.001901893,0.187019533,0.068957072,0.30499781,0.900615898,0.83931364,0.935929075
rh.aparc.area.table_rh_bankssts_area_loop_our_model.rds,rh_bankssts_area,NMOSD,0.605590065,-0.038452147,-0.184336919,0.107459276,0.954031539,0.866964194,0.954005239
rh.aparc.area.table_rh_caudalanteriorcingulate_area_loop_our_model.rds,rh_caudalanteriorcingulate_area,MCI,0.247106953,0.113928442,-0.078951367,0.306670268,0.942661841,0.832109612,0.954670089
rh.aparc.area.table_rh_caudalanteriorcingulate_area_loop_our_model.rds,rh_caudalanteriorcingulate_area,AD,0.85670192,-0.011845808,-0.140383277,0.116698032,0.934853153,0.858156286,0.946559857
rh.aparc.area.table_rh_caudalanteriorcingulate_area_loop_our_model.rds,rh_caudalanteriorcingulate_area,PD,1.68E-10,-0.249831726,-0.326455005,-0.173161386,0.863569941,0.829564975,0.889749891
rh.aparc.area.table_rh_caudalanteriorcingulate_area_loop_our_model.rds,rh_caudalanteriorcingulate_area,CSVD,0.223620825,-0.076784646,-0.200399972,0.046868863,0.93561938,0.865111243,0.950791876
rh.aparc.area.table_rh_caudalanteriorcingulate_area_loop_our_model.rds,rh_caudalanteriorcingulate_area,MS,0.249709377,0.069196591,-0.048617145,0.186979078,0.915497722,0.843371745,0.930321327
rh.aparc.area.table_rh_caudalanteriorcingulate_area_loop_our_model.rds,rh_caudalanteriorcingulate_area,NMOSD,0.571179805,0.042171446,-0.103744117,0.188057678,0.968086531,0.880002881,0.961496221
rh.aparc.area.table_rh_caudalmiddlefrontal_area_loop_our_model.rds,rh_caudalmiddlefrontal_area,MCI,0.071062151,0.177889339,-0.015254369,0.370818038,0.918746323,0.805478626,0.934202428
rh.aparc.area.table_rh_caudalmiddlefrontal_area_loop_our_model.rds,rh_caudalmiddlefrontal_area,AD,0.039233466,0.135405096,0.006681738,0.264055719,0.84552534,0.779942171,0.878933344
rh.aparc.area.table_rh_caudalmiddlefrontal_area_loop_our_model.rds,rh_caudalmiddlefrontal_area,PD,0.250484481,0.044775303,-0.031587873,0.121129982,0.92602153,0.885864776,0.939421515
rh.aparc.area.table_rh_caudalmiddlefrontal_area_loop_our_model.rds,rh_caudalmiddlefrontal_area,CSVD,0.114255327,0.099675405,-0.024015031,0.223316269,0.943623346,0.866079922,0.943514664
rh.aparc.area.table_rh_caudalmiddlefrontal_area_loop_our_model.rds,rh_caudalmiddlefrontal_area,MS,0.143867824,-0.08787761,-0.20567752,0.029961997,0.92877628,0.859283015,0.946597319
rh.aparc.area.table_rh_caudalmiddlefrontal_area_loop_our_model.rds,rh_caudalmiddlefrontal_area,NMOSD,0.036832231,0.155675872,0.009516043,0.301727923,0.9213814,0.838769509,0.933358465
rh.aparc.area.table_rh_cuneus_area_loop_our_model.rds,rh_cuneus_area,MCI,0.621789717,0.048526868,-0.144184963,0.24117986,0.936549603,0.810208162,0.929990094
rh.aparc.area.table_rh_cuneus_area_loop_our_model.rds,rh_cuneus_area,AD,0.959544196,0.003327613,-0.125212887,0.131866275,0.911511611,0.841692261,0.923961858
rh.aparc.area.table_rh_cuneus_area_loop_our_model.rds,rh_cuneus_area,PD,0.20573429,-0.049304472,-0.125660755,0.02706117,0.931052449,0.890251192,0.944716653
rh.aparc.area.table_rh_cuneus_area_loop_our_model.rds,rh_cuneus_area,CSVD,0.924576156,-0.005971137,-0.129558729,0.117619419,0.933109465,0.856395099,0.946033014
rh.aparc.area.table_rh_cuneus_area_loop_our_model.rds,rh_cuneus_area,MS,0.769526197,0.017608667,-0.100160427,0.135369793,0.93692927,0.866572637,0.94585557
rh.aparc.area.table_rh_cuneus_area_loop_our_model.rds,rh_cuneus_area,NMOSD,0.00077332,0.251327464,0.104780073,0.397701654,0.890878841,0.807617206,0.912839152
rh.aparc.area.table_rh_entorhinal_area_loop_our_model.rds,rh_entorhinal_area,MCI,0.083882633,0.170323222,-0.022784149,0.363224673,0.926837039,0.813931943,0.952426195
rh.aparc.area.table_rh_entorhinal_area_loop_our_model.rds,rh_entorhinal_area,AD,0.31809862,0.065511107,-0.063080567,0.19406752,0.892629617,0.823274893,0.925048901
rh.aparc.area.table_rh_entorhinal_area_loop_our_model.rds,rh_entorhinal_area,PD,0.010551662,0.099685945,0.023279759,0.176073306,0.952166041,0.907186303,0.965725173
rh.aparc.area.table_rh_entorhinal_area_loop_our_model.rds,rh_entorhinal_area,CSVD,0.162909618,-0.08805088,-0.211677771,0.035619794,0.934910663,0.865970831,0.95194903
rh.aparc.area.table_rh_entorhinal_area_loop_our_model.rds,rh_entorhinal_area,MS,0.248961845,-0.069306011,-0.187088608,0.048507862,0.931150056,0.870770329,0.951689287
rh.aparc.area.table_rh_entorhinal_area_loop_our_model.rds,rh_entorhinal_area,NMOSD,0.038928876,0.153979489,0.00782492,0.30002719,0.929876278,0.852751994,0.949322775
rh.aparc.area.table_rh_frontalpole_area_loop_our_model.rds,rh_frontalpole_area,MCI,0.000455693,-0.347373985,-0.541273876,-0.153058619,0.85502417,0.748868695,0.905813333
rh.aparc.area.table_rh_frontalpole_area_loop_our_model.rds,rh_frontalpole_area,AD,0.000153038,-0.249330931,-0.378303159,-0.120225382,0.883226256,0.815531207,0.907172573
rh.aparc.area.table_rh_frontalpole_area_loop_our_model.rds,rh_frontalpole_area,PD,2.99E-49,-0.586785223,-0.66470785,-0.508759658,0.738288017,0.700831234,0.773760153
rh.aparc.area.table_rh_frontalpole_area_loop_our_model.rds,rh_frontalpole_area,CSVD,0.644793791,-0.029078325,-0.152666387,0.094524248,0.887664006,0.828656767,0.922463595
rh.aparc.area.table_rh_frontalpole_area_loop_our_model.rds,rh_frontalpole_area,MS,0.000265265,-0.219840586,-0.337909741,-0.101672635,0.905301998,0.84639579,0.938645274
rh.aparc.area.table_rh_frontalpole_area_loop_our_model.rds,rh_frontalpole_area,NMOSD,1.38E-09,-0.456893153,-0.604524919,-0.308958088,0.808034943,0.732761456,0.849464847
rh.aparc.area.table_rh_fusiform_area_loop_our_model.rds,rh_fusiform_area,MCI,0.236802662,0.116453728,-0.076434624,0.309201067,0.91563618,0.811481129,0.946789849
rh.aparc.area.table_rh_fusiform_area_loop_our_model.rds,rh_fusiform_area,AD,0.489759973,0.045315307,-0.083252916,0.173859142,0.887064174,0.813524369,0.921736084
rh.aparc.area.table_rh_fusiform_area_loop_our_model.rds,rh_fusiform_area,PD,0.180732421,0.052154505,-0.024212793,0.128511907,0.952100381,0.908226185,0.958914366
rh.aparc.area.table_rh_fusiform_area_loop_our_model.rds,rh_fusiform_area,CSVD,0.417142859,-0.051184561,-0.174780874,0.072437243,0.944159853,0.86932414,0.949944883
rh.aparc.area.table_rh_fusiform_area_loop_our_model.rds,rh_fusiform_area,MS,0.001133072,0.196100728,0.078010624,0.314102577,0.905786509,0.84494565,0.931410254
rh.aparc.area.table_rh_fusiform_area_loop_our_model.rds,rh_fusiform_area,NMOSD,0.156373476,0.10560877,-0.040414363,0.251558679,0.938280955,0.84751137,0.94726099
rh.aparc.area.table_rh_inferiorparietal_area_loop_our_model.rds,rh_inferiorparietal_area,MCI,0.159712832,-0.138456114,-0.331258044,0.054513398,0.867336042,0.757784247,0.888338298
rh.aparc.area.table_rh_inferiorparietal_area_loop_our_model.rds,rh_inferiorparietal_area,AD,0.070524119,0.118744661,-0.009940191,0.247365588,0.882854005,0.811133603,0.926198468
rh.aparc.area.table_rh_inferiorparietal_area_loop_our_model.rds,rh_inferiorparietal_area,PD,0.300773669,-0.040317063,-0.116670341,0.036043886,0.943669342,0.896679571,0.955854169
rh.aparc.area.table_rh_inferiorparietal_area_loop_our_model.rds,rh_inferiorparietal_area,CSVD,0.195655366,0.081651539,-0.042009154,0.205271608,0.886727944,0.819232741,0.917133457
rh.aparc.area.table_rh_inferiorparietal_area_loop_our_model.rds,rh_inferiorparietal_area,MS,0.641806471,0.027957316,-0.089817577,0.145719584,0.956264753,0.88723531,0.959715101
rh.aparc.area.table_rh_inferiorparietal_area_loop_our_model.rds,rh_inferiorparietal_area,NMOSD,0.275251358,-0.081271084,-0.227187855,0.064702075,0.936027386,0.849720747,0.949214922
rh.aparc.area.table_rh_inferiortemporal_area_loop_our_model.rds,rh_inferiortemporal_area,MCI,0.313370579,0.099219572,-0.093613515,0.291932399,0.904858863,0.787776162,0.928810648
rh.aparc.area.table_rh_inferiortemporal_area_loop_our_model.rds,rh_inferiortemporal_area,AD,0.108459862,0.10537169,-0.023285491,0.233972148,0.898752856,0.829533055,0.92831047
rh.aparc.area.table_rh_inferiortemporal_area_loop_our_model.rds,rh_inferiortemporal_area,PD,0.134482005,0.058319492,-0.018051633,0.134679546,0.912088497,0.869799304,0.925498596
rh.aparc.area.table_rh_inferiortemporal_area_loop_our_model.rds,rh_inferiortemporal_area,CSVD,0.004196177,-0.180947111,-0.304744214,-0.057060303,0.914861975,0.845585401,0.931893532
rh.aparc.area.table_rh_inferiortemporal_area_loop_our_model.rds,rh_inferiortemporal_area,MS,1.48E-08,0.342886231,0.22418341,0.461436171,0.801894381,0.746236904,0.846136658
rh.aparc.area.table_rh_inferiortemporal_area_loop_our_model.rds,rh_inferiortemporal_area,NMOSD,0.036726583,0.155763511,0.009603396,0.301815803,0.928145059,0.848484181,0.948971808
rh.aparc.area.table_rh_insula_area_loop_our_model.rds,rh_insula_area,MCI,0.956011329,0.005425192,-0.187232413,0.198076218,0.949391159,0.828795579,0.950644144
rh.aparc.area.table_rh_insula_area_loop_our_model.rds,rh_insula_area,AD,0.01183338,-0.165403083,-0.294118199,-0.036599152,0.902761158,0.843159255,0.926369621
rh.aparc.area.table_rh_insula_area_loop_our_model.rds,rh_insula_area,PD,0.175430878,0.052795888,-0.023571777,0.129153552,0.935493096,0.891484016,0.943160245
rh.aparc.area.table_rh_insula_area_loop_our_model.rds,rh_insula_area,CSVD,0.173190282,0.085945801,-0.03772153,0.209570403,0.924841328,0.857504759,0.944611243
rh.aparc.area.table_rh_insula_area_loop_our_model.rds,rh_insula_area,MS,2.71E-05,0.253188184,0.134896957,0.371365839,0.895345345,0.828185202,0.916559362
rh.aparc.area.table_rh_insula_area_loop_our_model.rds,rh_insula_area,NMOSD,0.408948751,0.061498007,-0.084442492,0.207395833,0.932452764,0.85763941,0.944947208
rh.aparc.area.table_rh_isthmuscingulate_area_loop_our_model.rds,rh_isthmuscingulate_area,MCI,0.729991185,-0.03394819,-0.226595472,0.158740292,0.860033489,0.757512564,0.882408262
rh.aparc.area.table_rh_isthmuscingulate_area_loop_our_model.rds,rh_isthmuscingulate_area,AD,0.580902387,-0.036218716,-0.164759009,0.092341109,0.858552749,0.790355335,0.884727085
rh.aparc.area.table_rh_isthmuscingulate_area_loop_our_model.rds,rh_isthmuscingulate_area,PD,6.71E-11,-0.255310072,-0.33194599,-0.178626037,0.861068489,0.824468439,0.896633229
rh.aparc.area.table_rh_isthmuscingulate_area_loop_our_model.rds,rh_isthmuscingulate_area,CSVD,0.019157527,-0.14794614,-0.271667311,-0.024151327,0.931597209,0.866442642,0.947772269
rh.aparc.area.table_rh_isthmuscingulate_area_loop_our_model.rds,rh_isthmuscingulate_area,MS,0.025237243,-0.134636296,-0.252502301,-0.016709577,0.914808869,0.848701824,0.927552429
rh.aparc.area.table_rh_isthmuscingulate_area_loop_our_model.rds,rh_isthmuscingulate_area,NMOSD,0.518770083,0.048050504,-0.097871878,0.193939526,0.930849158,0.85186863,0.940480649
rh.aparc.area.table_rh_lateraloccipital_area_loop_our_model.rds,rh_lateraloccipital_area,MCI,0.082074447,-0.171330478,-0.364235484,0.021781667,0.883825157,0.783449899,0.903518174
rh.aparc.area.table_rh_lateraloccipital_area_loop_our_model.rds,rh_lateraloccipital_area,AD,0.960013751,-0.003288958,-0.131827658,0.125251511,0.909989984,0.833512525,0.938070219
rh.aparc.area.table_rh_lateraloccipital_area_loop_our_model.rds,rh_lateraloccipital_area,PD,0.600894014,-0.020380143,-0.096729549,0.055973124,0.944705604,0.904305208,0.953283909
rh.aparc.area.table_rh_lateraloccipital_area_loop_our_model.rds,rh_lateraloccipital_area,CSVD,0.209147607,-0.079244527,-0.202862216,0.044412507,0.970178786,0.89587792,0.968318224
rh.aparc.area.table_rh_lateraloccipital_area_loop_our_model.rds,rh_lateraloccipital_area,MS,0.242735866,0.070226417,-0.047588622,0.188009746,0.92115206,0.859217334,0.942546045
rh.aparc.area.table_rh_lateraloccipital_area_loop_our_model.rds,rh_lateraloccipital_area,NMOSD,0.003207958,0.220097496,0.073694822,0.366348231,0.897052207,0.811117254,0.929169257
rh.aparc.area.table_rh_lateralorbitofrontal_area_loop_our_model.rds,rh_lateralorbitofrontal_area,MCI,0.005249765,0.27584022,0.082102793,0.469246103,0.896740907,0.795006381,0.91189673
rh.aparc.area.table_rh_lateralorbitofrontal_area_loop_our_model.rds,rh_lateralorbitofrontal_area,AD,0.314222782,-0.066038178,-0.19459501,0.062554191,0.926980391,0.85563806,0.939050428
rh.aparc.area.table_rh_lateralorbitofrontal_area_loop_our_model.rds,rh_lateralorbitofrontal_area,PD,0.074246059,-0.069565035,-0.145930898,0.006814031,0.933201104,0.88606822,0.940571862
rh.aparc.area.table_rh_lateralorbitofrontal_area_loop_our_model.rds,rh_lateralorbitofrontal_area,CSVD,0.122262686,-0.097526622,-0.22116473,0.026159995,0.94850714,0.87543278,0.960619637
rh.aparc.area.table_rh_lateralorbitofrontal_area_loop_our_model.rds,rh_lateralorbitofrontal_area,MS,0.000491293,0.210045049,0.091910207,0.32808545,0.878855071,0.816530881,0.912285441
rh.aparc.area.table_rh_lateralorbitofrontal_area_loop_our_model.rds,rh_lateralorbitofrontal_area,NMOSD,0.194829804,0.096585638,-0.049417679,0.242521989,0.832798317,0.759231381,0.866842538
rh.aparc.area.table_rh_lingual_area_loop_our_model.rds,rh_lingual_area,MCI,0.051019384,0.192365117,-0.000851947,0.385349833,0.864920499,0.759907153,0.907119826
rh.aparc.area.table_rh_lingual_area_loop_our_model.rds,rh_lingual_area,AD,0.922338209,0.006395308,-0.122146234,0.1349334,0.912933854,0.826682328,0.92924901
rh.aparc.area.table_rh_lingual_area_loop_our_model.rds,rh_lingual_area,PD,0.000621417,0.133466712,0.0570197,0.209888432,0.933692258,0.893503547,0.945137432
rh.aparc.area.table_rh_lingual_area_loop_our_model.rds,rh_lingual_area,CSVD,0.350716129,-0.058871978,-0.182472933,0.064758299,0.901372886,0.823220294,0.922619282
rh.aparc.area.table_rh_lingual_area_loop_our_model.rds,rh_lingual_area,MS,0.00057196,0.207567822,0.089441042,0.325601207,0.906015129,0.84229431,0.935355619
rh.aparc.area.table_rh_lingual_area_loop_our_model.rds,rh_lingual_area,NMOSD,1.23E-07,0.397624068,0.250165992,0.544811166,0.816019992,0.73543007,0.862137872
rh.aparc.area.table_rh_medialorbitofrontal_area_loop_our_model.rds,rh_medialorbitofrontal_area,MCI,0.001358528,-0.317034266,-0.510709727,-0.122978708,0.82818777,0.730278706,0.873175084
rh.aparc.area.table_rh_medialorbitofrontal_area_loop_our_model.rds,rh_medialorbitofrontal_area,AD,2.39E-05,-0.278490369,-0.407578293,-0.14925377,0.894234599,0.822092413,0.920373956
rh.aparc.area.table_rh_medialorbitofrontal_area_loop_our_model.rds,rh_medialorbitofrontal_area,PD,4.07E-62,-0.665353624,-0.862377588,-0.586858868,0.702855272,0.660234793,0.734091019
rh.aparc.area.table_rh_medialorbitofrontal_area_loop_our_model.rds,rh_medialorbitofrontal_area,CSVD,1.02E-05,-0.279734218,-0.403857992,-0.155472408,0.871477877,0.81937302,0.91456369
rh.aparc.area.table_rh_medialorbitofrontal_area_loop_our_model.rds,rh_medialorbitofrontal_area,MS,0.001508016,0.191133406,0.073058581,0.309122218,0.857013503,0.798978525,0.887455805
rh.aparc.area.table_rh_medialorbitofrontal_area_loop_our_model.rds,rh_medialorbitofrontal_area,NMOSD,0.009925197,-0.192428996,-0.338585153,-0.046139844,0.77919193,0.712762727,0.829254133
rh.aparc.area.table_rh_middletemporal_area_loop_our_model.rds,rh_middletemporal_area,MCI,0.07638359,0.174623288,-0.018504554,0.367540084,0.934677449,0.826865444,0.954143263
rh.aparc.area.table_rh_middletemporal_area_loop_our_model.rds,rh_middletemporal_area,AD,2.54E-06,0.31047208,0.181076383,0.439702457,0.828541965,0.761805658,0.877535918
rh.aparc.area.table_rh_middletemporal_area_loop_our_model.rds,rh_middletemporal_area,PD,0.541863774,0.023765206,-0.052589096,0.100115006,0.921514545,0.883778804,0.938866427
rh.aparc.area.table_rh_middletemporal_area_loop_our_model.rds,rh_middletemporal_area,CSVD,0.974936501,-0.001981583,-0.125569921,0.121607742,0.946379767,0.871623834,0.960019902
rh.aparc.area.table_rh_middletemporal_area_loop_our_model.rds,rh_middletemporal_area,MS,0.000153146,0.228264214,0.110066636,0.346359209,0.903589225,0.840295266,0.926465287
rh.aparc.area.table_rh_middletemporal_area_loop_our_model.rds,rh_middletemporal_area,NMOSD,0.141743316,0.109485689,-0.036546418,0.255441878,0.938923221,0.854315567,0.945621753
rh.aparc.area.table_rh_paracentral_area_loop_our_model.rds,rh_paracentral_area,MCI,0.040539903,0.201964204,0.008695744,0.394988793,0.891136405,0.787228437,0.916400786
rh.aparc.area.table_rh_paracentral_area_loop_our_model.rds,rh_paracentral_area,AD,0.076479819,-0.116308329,-0.244925387,0.012371297,0.905581064,0.844446393,0.923448515
rh.aparc.area.table_rh_paracentral_area_loop_our_model.rds,rh_paracentral_area,PD,2.65E-06,-0.183330191,-0.25982253,-0.106803188,0.895307027,0.853888612,0.91301088
rh.aparc.area.table_rh_paracentral_area_loop_our_model.rds,rh_paracentral_area,CSVD,0.134463299,0.094455069,-0.029226226,0.218089387,0.939627885,0.876192375,0.957212339
rh.aparc.area.table_rh_paracentral_area_loop_our_model.rds,rh_paracentral_area,MS,0.005282342,-0.167925541,-0.285858223,-0.049917194,0.925555661,0.865394909,0.953978986
rh.aparc.area.table_rh_paracentral_area_loop_our_model.rds,rh_paracentral_area,NMOSD,0.363022166,-0.067748199,-0.213651252,0.078201843,0.957588013,0.86691412,0.953951824
rh.aparc.area.table_rh_parahippocampal_area_loop_our_model.rds,rh_parahippocampal_area,MCI,0.069632032,0.178801275,-0.014346911,0.371733355,0.902685022,0.806316529,0.932212259
rh.aparc.area.table_rh_parahippocampal_area_loop_our_model.rds,rh_parahippocampal_area,AD,0.599355101,0.034464222,-0.09409415,0.163004005,0.932935064,0.85587418,0.941738587
rh.aparc.area.table_rh_parahippocampal_area_loop_our_model.rds,rh_parahippocampal_area,PD,0.039502622,0.080243745,0.003856041,0.156616231,0.948926497,0.906591461,0.952804386
rh.aparc.area.table_rh_parahippocampal_area_loop_our_model.rds,rh_parahippocampal_area,CSVD,0.306122953,-0.064564547,-0.188169543,0.059072569,0.944019632,0.871482741,0.947519606
rh.aparc.area.table_rh_parahippocampal_area_loop_our_model.rds,rh_parahippocampal_area,MS,0.59629864,0.03183765,-0.08593984,0.149600741,0.921630121,0.853717173,0.934774141
rh.aparc.area.table_rh_parahippocampal_area_loop_our_model.rds,rh_parahippocampal_area,NMOSD,0.087862616,0.127212529,-0.018864023,0.273200899,0.92963591,0.859581592,0.953456567
rh.aparc.area.table_rh_parsopercularis_area_loop_our_model.rds,rh_parsopercularis_area,MCI,0.983070181,-0.002087076,-0.194739792,0.190568191,0.922815766,0.802702483,0.947737808
rh.aparc.area.table_rh_parsopercularis_area_loop_our_model.rds,rh_parsopercularis_area,AD,0.364036851,0.059558562,-0.069025535,0.188110587,0.930910872,0.855332772,0.943300733
rh.aparc.area.table_rh_parsopercularis_area_loop_our_model.rds,rh_parsopercularis_area,PD,0.397704494,-0.03295025,-0.109301662,0.04340741,0.943426694,0.893654313,0.952482825
rh.aparc.area.table_rh_parsopercularis_area_loop_our_model.rds,rh_parsopercularis_area,CSVD,0.728125365,-0.021925896,-0.14551301,0.101672134,0.942674447,0.859805293,0.945222706
rh.aparc.area.table_rh_parsopercularis_area_loop_our_model.rds,rh_parsopercularis_area,MS,0.537337702,0.037074125,-0.080707222,0.154838711,0.937717305,0.863167993,0.946318396
rh.aparc.area.table_rh_parsopercularis_area_loop_our_model.rds,rh_parsopercularis_area,NMOSD,0.143295561,0.109060195,-0.036970894,0.255015679,0.941896357,0.860055654,0.960021605
